6;112000;86.145;108725.141;4.72;20.0;
6;112000;71.81;108333.368;12.72;50.0;
6;112000;74.175;112312.691;18.92;63.0;
6;112000;67.581;110391.381;39.88;158.0;
6;112000;67.425;112370.408;23.34;80.0;
6;112000;70.72;110315.647;50.78;203.0;
6;112000;73.418;110159.926;35.52;164.0;
6;112000;72.078;112020.421;34.8;169.0;
6;112000;67.166;111057.579;7.3;29.0;
6;112000;67.495;110576.171;20.28;46.0;
6;112000;72.13;113444.228;9.88;27.0;
6;112000;62.971;111964.016;159.82;345.0;
6;112000;76.299;102701.088;65.06;212.0;
6;112000;71.33;109593.087;55.06;212.0;
5;112000;71.566;96115.574;70.1;291.0;
5;112000;64.995;109318.543;75.08;283.0;
5;112000;64.042;103637.514;8.28;27.0;
5;112000;76.38;98565.373;32.28;107.0;
5;112000;71.665;100018.432;11.2;36.0;
5;112000;69.353;103706.837;86.02;234.0;
5;112000;75.096;95936.822;57.82;280.0;
5;112000;65.462;92913.873;74.8;310.0;
5;112000;64.665;110382.622;59.52;232.0;
5;112000;74.215;108801.772;74.98;272.0;
5;112000;68.016;107174.56;12.58;44.0;
5;112000;72.342;112793.107;23.0;64.0;
5;112000;74.162;103905.048;15.8;49.0;
5;112000;68.044;101994.618;91.94;282.0;
5;112000;81.07;109214.982;67.06;235.0;
5;112000;62.944;105865.432;71.56;198.0;
5;112000;72.187;106154.568;84.5;304.0;
5;112000;70.419;97304.843;68.36;273.0;
5;112000;75.301;97483.317;11.02;37.0;
5;112000;72.99;101285.195;18.54;62.0;
5;112000;73.524;100944.878;5.0;17.0;
5;112000;75.396;101832.928;84.4;242.0;
5;112000;69.052;103015.015;79.62;250.0;
5;112000;71.685;114808.17;79.1;275.0;
5;112000;77.084;105206.132;59.14;207.0;
5;112000;76.12;104525.292;5.4;19.0;
